ܐܦܪܝܩܐ	Afrika
Ζ	Zeta
Η	Eta (bokstav)
Θ	Theta
Ι	Iota
Κ	Kappa (bokstav)
Ν	Ny (bokstav)
Ξ	Ksi
Ο	Omikron
Ρ	Rho
Σ	Sigma
Τ	Tau (bokstav)
Υ	Ypsilon
Χ	Khi
Ψ	Psi
ܐܬܐ	Flagg
ܟܪܦܬܐ	Møbel
ܟܘܪܣܝܐ	Stol
ܣܦܬܐ	Lepper
ܦܣܡܐ	Bart
ܥܩܠܐ	Fot (kroppsdel)
1000000000 (ܡܢܝܢܐ)	Milliard
ܩܠܝܕܐ (ܓܪܡܐ)	Kragebein
ܟܬܦܐ	Skulder
ܘܝܩܝܦܕܝܐ:ܬܪܥܐ ܕܟܢܫܐ	Wikipedia:Tinget
ܒܝܪܡܘܢܬ	Vermont
ܩܘܣܛܢܛܝܢܘܦܘܠܝܣ	Konstantinopel
ܒܝܬ ܟܪܝܗܐ	Sykehus
ܥܕܬܐ	Kirke
ܕܝܬܝܩܝ ܚܕܬܐ	Det nye testamente
9 (ܡܢܝܢܐ)	9 (tall)
1002	1002
ܦܘܕܘܠܣܟ	Podolsk
ܦܐܦܐ	Pave
5	5
4	4
ܢܝܒܐ	Hjørnetann
3	3
2	2
ܒܝܬ ܥܬܩܐ ܕܠܘܒܪ	Louvre
ܓܒܐ ܕܚܐܪܘܬܐ ܕܦܘܐܪܛܘ ܪܝܩܘ	Partido Independentista Puertorriqueño
6	6
ܕܝܬܝܩܝ ܥܬܝܩܬܐ	Det gamle testamente
ܥܐܕܐ ܕܒܝܬ ܝܠܕܐ	Jul
ܠܫܢܐ ܪܘܡܐܢܣܝܐ	Romanske språk
ܡܬܠܬܐ	Trekant
ܫܢܬܐ ܟܒܝܫܬܐ	Skuddår
ܡܘܥܡܪ ܐܠܩܕܐܦܝ	Muammar al-Gaddafi
ܥܐܕܐ ܕܩܝܡܬܐ	Påske
ܢܝܘ ܝܘܪܩ	New York (andre betydninger)
ܢܦܛܐ	Petroleum
ܣܐܘܢܐ	Sko
ܒܝܬ ܥܘܪܦܢܐ	Bank
ܐܝܪܠܢܕ (ܓܙܪܬܐ)	Irland (øy)
1	1
ܠܘ ܫܘܢ	Lu Xun
10	10
20	20
9	9
7	7
8	8
7 (ܡܢܝܢܐ)	7 (tall)
8 (ܡܢܝܢܐ)	8 (tall)
12	12
ܡܠܐܐ ܘܬܘܒܐ	Tidevann
ܫܒܘܥܐ	Ukedager
ܓܠܝܕܐ	Is
ܨܠܘܬܐ ܡܪܢܝܬܐ	Fader vår
ܝܡܬܐ	Innsjø
ܝܡܐ ܣܘܡܩܐ	Rødehavet
13	13
ܩܛܘܬܐ (ܝܥܝܬܐ)	Agurk
ܓܙܪܬܐ	Øy
ܚܘܪܐ	Hvit
ܐܘܟܡܐ	Svart
6 (ܡܢܝܢܐ)	6 (tall)
ܠܫܢܐ ܪܘܫܡܝܐ	Offisielt språk
11	11
15	15
14	14
17	17
ܣܦܪ ܡܠܐ	Ordbok
18	18
19	19
16	16
21	21
ܦܠܣܛܝܢ	Palestina (område)
10 (ܡܢܝܢܐ)	10 (tall)
ܡܣܘܪܩܐ (ܡܐܢܐ)	Kam
ܠܝܠܐ ܕܘܢܤ	Lila Downs
ܝܡܐ ܕܡܠܚܐ	Dødehavet
ܫܘܚܠܦܐ ܕܫܢܬܐ	Årstid
ܠܝܒܪܦܘܠ	Liverpool
ܩܘܦܬܐ (ܛܝܪܐ)	Ugler
ܫܥܬܐ	Time (tidsenhet)
ܢܐܘܝ ܕܘܪ ܟܪܘܠܣܟܝ	Nowy Dwór Królewski
ܐܪܙܦܬܐ	Hammer (redskap)
ܝܘܢܫܘܦܝܢ	Jönköping
ܥܘܠܐ ܚܝܐ	Foster
ܐܠܦܒܝܬ ܣܘܪܝܝܐ	Det syriske alfabetet
ܐܠܦܒܝܬ ܐܪܡܝܐ	Det arameiske alfabetet
ܐܣܝܐ ܡܥܪܒܝܬܐ	Vest-Asia
ܙܡܪܐ	Vokalist
ܩܠܦܬܐ ܕܒܣܡܐ	Kanel
ܡܙܬܐ	Hår
ܠܫܢܐ ܐܪܡܝܐ	Arameisk
ܨܦܪܐ (ܛܝܪܐ)	Spurvefamilien
ܐܦܣܩܘܦܐ	Biskop
ܨܝܢ (ܐܪܥܐ)	Kina
ܓܒܐ ܕܝܡܘܩܪܛܝܐ (ܐܘܚܕܢܐ ܡܚܝܕܐ)	Det demokratiske parti
ܒܝܐܛܪܝܟܣ ܕܒܝܬ ܗܘܠܢܕܝܐ	Beatrix av Nederland
ܡܠܟܘܬܐ ܕܗܘܠܢܕܐ	Kongeriket Nederlandene
ܐܒܪܝܠ ܠܐܒܝܢ	Avril Lavigne
ܪܝܫ ܩܘܛܢܝܘܬܐ	President
ܐܚܐ (ܒܝܬܝܘܬܐ)	Søsken
ܐܪܒܝܐ	Den arabiske halvøy
ܡܪܩܘܣ ܐܘܢܓܠܣܛܐ	Evangelisten Markus
ܥܘܠܐ	Embryo
ܠܫܢܐ ܕܗܟܐ	Hakka (språk)
ܫܘܫܡܢܝܬܐ (ܝܥܝܬܐ)	Kardemomme
ܠܫܢܐ ܕܓܐܢ	Gan (språk)
ܒܝܬ ܥܬܩܐ	Museum
ܐܠܦܒܝܬ ܥܒܪܝܐ	Det hebraiske alfabetet
ܠܫܢܐ ܣܘܪܝܝܐ	Gammelsyrisk
ܒܪܩܐ	Lyn
ܐܝܕܐ	Hånd
ܫܡܥܘܢ ܟܐܦܐ	Apostelen Peter
ܬܠ ܐܒܝܒ	Tel Aviv
ܒܐܠܦܐܪܐܝܣܘ	Valparaíso
ܠܫܢܐ ܫܝܡܝܐ	Semittiske språk
ܚܘܣܢܝ ܡܘܒܐܪܟ	Hosni Mubarak
ܘܐܟܐܩܐ	Oaxaca
ܚܐܘܬܐ	Smør
ܐܘܢܓܠܝܘܢ	Evangelium
ܠܫܢܐ ܕܘܘ	Wu (språk)
ܪܘܛܪܕܐܡ	Rotterdam
ܩܪܛܐ	Kreta
ܐܘܪܚܐ	Vei
ܩܘܪܨܐ ܚܠܝܨܐ	CD
ܦܪܬ	Eufrat
ܩܝܘܛܘ	Kyoto
ܥܣܪܐ ܦܘܩܕܢܐ	De ti bud
ܒܪܩܩܐ ܦܪܣܝܐ	Persiabukten
ܚܠܐ (ܕܚܝܚܐ)	Sand (materiale)
ܘܪܕܐ	Roseslekta
ܓܙܪܬܐ ܝܒܫܢܝܬܐ	Halvøy
ܐܘܪܝܬܐ	Tora
ܟܘܘܝܬ (ܡܕܝܢܬܐ)	Kuwait (by)
ܡܚܙܝܬܐ	Speil
ܥܡܐ ܥܪܒܝܐ	Arabere
ܟܘܬܐ	Vindu
ܠܫܢܐ ܝܘܢܝܐ ܥܬܝܩܐ	Gammelgresk
ܠܫܢܐ ܐܟܕܝܐ	Akkadisk
ܕܩܠܬ	Tigris
ܐܬܪܘܬܐ ܕܐܬܪܘܬܐ ܡܚܝܕܐ ܕܐܡܪܝܩܐ	USAs delstater
ܡܥܡܘܕܝܬܐ	Dåp
ܩܘܢܓܘ	Kongo
ܐܝܢܛܪܠܝܢܓܘܐ	Interlingua
ܐܘܪܟܐ	Lengde
ܚܠܡܐ	Drøm
ܠܫܢܐ ܩܪܕܘܝܐ	Kurdisk
ܩܡܚܐ	Mel
ܕܢ ܗܐܟ	Haag
ܠܫܢܐ ܦܘܢܝܩܝܐ	Fønikisk
ܣܝܢܝ (ܓܙܪܬܐ ܝܒܫܢܝܬܐ)	Sinaihalvøya
ܟܪܘܙܘܬܐ ܕܝܘܚܢܢ	Evangeliet etter Johannes
ܬܪܥܐ (ܒܒܐ)	Dør
ܪܝܗܐܢܐ	Rihanna
ܛܦܪܐ	Negl
ܐܦܐ	Ansikt
ܨܨܐ (ܨܢܥܬܐ)	Spiker
ܙܝܬܐ	Oliven
ܬܠܝܬܝܘܬܐ	Den hellige treenighet
ܓܠܠܐ	Bølge
ܟܬܒܬܐ	Skriving
ܪܘܚܐ ܕܩܘܕܫܐ	Den Hellige Ånd
100 (ܡܢܝܢܐ)	100 (tall)
ܒܘܪܟܐ	Kne
ܫܘܩܐ (ܬܐܓܪܘܬܐ)	Marked
ܠܫܢܐ ܥܪܒܝܐ ܝܗܘܕܝܐ	Judæo-arabisk
ܒܠܛܝ	Bălți
1000000 (ܡܢܝܢܐ)	Million
ܛܐܒܐ	Nyhet
ܐܫܬܐ (ܐܣܝܘܬܐ)	Feber
ܩܫܬܐ ܓܪܒܝܝܬܐ ܕܐܪܥܐ	Nordlige halvkule
ܡܡܘܢܐ ܕܡܝܟܪܐ	Mikroøkonomi
ܠܝܕܣ	Leeds
ܥܘܩܒܪܐ	Mus (slekt)
ܦܘܪܬܩܠܐ	Oransje
ܒܪܩܩܐ	Bukt
ܒܝܬ ܩܒܘܪܐ	Gravlund
ܐܣܝܐ (ܫܕܬܐ)	Lege
ܦܢܛܝܩܘܣܛܝ	Pinse
ܫܓܕܬܐ	Mandel
ܟܪܘܙܘܬܐ ܕܠܘܩܐ	Evangeliet etter Lukas
ܩܘܢܣܦܣܝܘܢ (ܗܘܦܪܟܝܐ)	Provincia de Concepción
ܢܗܪܐ ܕܝܘܪܕܢܢ	Jordan (elv)
ܣܦܪ ܝܡܐ	Strand
ܐܢܛܐܠܝܐ (ܗܘܦܪܟܝܐ)	Antalya (provins)
ܦܪܟܣܝܣ ܕܫܠܝܚܐ	Apostlenes gjerninger
ܥܪܘܒܬܐ ܕܚܫܐ	Langfredag
ܚܒܘܫܝܐ	Fengsel
ܐܕܢܐ (ܗܘܦܪܟܝܐ)	Adana (provins)
ܝܘܚܢܢ ܡܥܡܕܢܐ	Johannes Døperen
ܨܠܝܒܐ	Kors
ܚܙܒܐܠܠܗ	Hizbollah
ܒܝܬ ܓܒܝܢܐ	Panne
ܡܙܡܘܪܐ	Salmenes bok
ܐܬܘܪ	Assyria
ܒܢܝܢܐ	Bygning
ܚܠܒ (ܡܕܝܢܬܐ)	Aleppo
ܩܫܬܐ ܬܝܡܢܝܬܐ ܕܐܪܥܐ	Sydlige halvkule
ܚܠܐ (ܚܡܪܐ)	Eddik
ܒܝܬ ܕܝܢܐ	Domstol
ܚܝܦܐ	Haifa
ܪܡܕܐܢ	Ramadan
ܫܛܪܐ ܬܐܒܝܠܝܐ ܕܓܝܢܝܣ	Guinness rekordbok
ܟܘܕܢܝܐ	Muldyr
ܒܪܩܩܐ ܕܥܕܢ	Adenbukta
ܓܠܝܢܐ ܕܝܘܚܢܢ	Johannes' åpenbaring
ܐܫܬܐ (ܝܘܠܦܢ ܨܪܘܝܘܬܐ)	Rumpeball
ܨܠܘܬܐ ܡܪܝܡܝܬܐ	Hill deg, Maria
ܝܩܕܐ	Drivstoff
ܝܨܝܠܐ	Albue
ܟܗܢܐ	Prest
ܕܩܢܐ	Skjegg
ܢܒܝܐ	Profet
ܐܘܪܟܝܣܛܪܐ	Orkester
1000 (ܡܢܝܢܐ)	1000 (tall)
ܣܘܦܝܐ ܪܘܛܐܪܘ	Sofia Rotaru
ܬܫܢܝܬܐ	Forsikring
ܛܘܟܣܐ	Organisasjon
ܣܦܪܓܠܐ	Kvede
ܐܢܕܪܐܘܣ ܫܠܝܚܐ	Apostelen Andreas
ܬܪܥܣܪ ܫܠܝܚܐ	Jesu apostler
ܢܩܒܬܐ	Hun
ܕܪܥܐ (ܗܕܡܐ)	Arm
ܡܬܝ ܡܟܣܐ	Evangelisten Matteus
ܬܐܘܡܐ ܫܠܝܚܐ	Apostelen Tomas
ܦܝܠܝܦܘܣ ܫܠܝܚܐ	Apostelen Filip
ܒܘܪܨܐ (ܗܘܦܪܟܝܐ)	Bursa (provins)
ܐܝܘܐܢܢܝܣ ܦܘܡܐ ܕܕܗܒܐ	Johannes Khrysostomos
ܒܢܝܡܝܢ ܢܬܢܝܗܘ	Benjamin Netanyahu
ܐܪܬܒܝܢ (ܗܘܦܪܟܝܐ)	Artvin (provins)
ܓܒܝܢܐ	Øyenbryn
ܫܘܪܬܐ	Navle
ܐܕܝܐܡܐܢ (ܗܘܦܪܟܝܐ)	Adıyaman (provins)
ܝܗܘܕܐ ܫܠܝܚܐ	Judas Taddeus
ܒܪܬܘܠܡܝ ܫܠܝܚܐ	Apostelen Bartolomeus
ܝܥܩܘܒ ܒܪ ܙܒܕܝ	Apostelen Jakob
ܡܬܝܐ ܫܠܝܚܐ	Apostelen Mattias
ܝܥܩܘܒ ܒܪ ܚܠܦܝ	Apostelen Jakob, sønn av Alfeus
ܕܟܪܐ	Han (kjønn)
ܐܝܓܢܐܛܝܘܣ ܢܘܪܢܐ	Ignatius av Antiokia
ܪܕܝܘܗܕ	Radiohead
ܒܫܐܪ ܐܠܐܣܕ	Bashar al-Assad
ܪܚܝܐ	Mølle
ܨܘܡܐ	Faste
ܕܝܪܐ	Kloster
ܠܡܐܢܐ	Havn
ܡܠܚܐ (ܢܘܛܐ)	Sjømann
ܐܦܝܘܢ (ܗܘܦܪܟܝܐ)	Afyonkarahisar (provins)
ܡܝܟܐܝܠ (ܡܠܐܟܐ)	Erkeengelen Mikael
ܒܝܠܓܝܟ (ܗܘܦܪܟܝܐ)	Bilecik (provins)
ܒܝܬ ܥܬܩܐ ܕܐܣܪܐܝܠ	Israel Museum
ܒܐܠܝܟܣܝܪ (ܗܘܦܪܟܝܐ)	Balıkesir (provins)
ܒܝܬ ܝܠܕܐ	Fødselsdag
ܬܘܠܥܐ	Makk
ܬܘܩܢ ܓܝܕܝܐ ܩܢܛܪܘܢܝܐ	Sentralnervesystemet
ܛܘܪܐ ܕܓܠܝܕܐ	Isfjell
ܢܢܥܐ	Mynteslekta
ܩܠܒܐ:Commonscat	Mal:Commonscat
ܒܨܪܐ (ܡܕܝܢܬܐ)	Basra
ܐܓܪܬܐ ܕܠܘܬ ܪܗܘܡܝܐ	Paulus' brev til romerne
ܬܡܪܐ ܕܥܝܢܐ	Øyelokk
ܗܘܦܪܟܝܣ ܕܛܘܪܩܝܐ	Tyrkias provinser
ܡܪܝ ܓܝܘܪܓܝܣ ܣܗܕܐ	Sankt Georg
ܐܣܘܬܐ ܕܠܐ ܬܚܘܡܐ	Leger Uten Grenser
ܐܪܙܐ (ܡܫܝܚܝܘܬܐ)	Sakrament
ܐܓܪܬܐ ܕܠܘܬ ܦܝܠܝܦܣܝܐ	Paulus' brev til filipperne
ܐܢܛܘܠܝܐ	Anatolia
ܡܫܝܚܐ	Messias
ܩܢܘܢܐ ܕܗܝܡܢܘܬܐ	Den apostoliske trosbekjennelse
ܒܢܝ ܐܝܣܪܐܝܠ	Israelitter
ܡܓܘܫܐ ܬܠܬܐ	De tre vise menn
ܝܘܚܢܢ ܕܪܡܣܘܩܝܐ	Johannes av Damaskus
ܣܕܪܐ:ܪܘܟܒ ܫܘܠܛܢܘܬܐ	Kategori:Styreformer
ܠܫܢܐ ܕܡܝܢ	Min (språk)
ܥܘܪܡܫܐ	Forurensning
ܒܒܠ (ܗܘܦܪܟܝܐ)	Babil
ܫܘܡܪܐ	Sot
ܐܫܩܠܘܢ	Ashkelon
ܕܘܢܒܐ	Hale
ܩܐܕܣܝܐ (ܗܘܦܪܟܝܐ)	Al-Qadisiyya
ܡܪܝܡ ܡܓܕܠܝܬܐ	Maria Magdalena
ܡܪܪܬܐ	Galleblære
ܥܕܬܐ ܟܠܕܝܬܐ ܩܬܘܠܝܩܝܬܐ	Den kaldeisk-katolske kirke
ܥܕܬܐ ܡܪܘܢܝܬܐ	Den maronittiske kirke
ܡܪܬܐ	Galle
ܩܘܪܒܢܐ	Nattverd
ܐܘܘܫܐ	Ørevoks
ܕܡܥܬܐ	Tårer
ܥܡܬܐ (ܒܝܬܝܘܬܐ)	Tante
ܥܡܐ (ܒܝܬܝܘܬܐ)	Onkel
ܟܘܬܝܢܐ	Skjorte
ܝܘܗܐܢ ܐܠܙܪ	Georg Elser
ܒܝܢܓܘܠ (ܗܘܦܪܟܝܐ)	Bingöl (provins)
ܥܡܐ ܐܪܡܢܝܐ	Armenere
ܐܝܕܝܢ (ܗܘܦܪܟܝܐ)	Aydın (provins)
ܩܛܠܥܡܐ ܐܪܡܢܝܐ	Folkemordet på armenerne
ܐܡܐܣܝܐ (ܗܘܦܪܟܝܐ)	Amasya (provins)
ܦܪܝܙܘܢ ܒܪܝܟ	Prison Break
ܐܓܪܝ (ܗܘܦܪܟܝܐ)	Ağrı (provins)
ܒܘܪܕܘܪ (ܗܘܦܪܟܝܐ)	Burdur (provins)
ܐܓܪܬܐ ܩܕܡܝܬܐ ܕܠܘܬ ܩܘܪܢܬܝܐ	Paulus' første brev til korinterne
ܝܗܘܕܐ ܣܟܪܝܘܛܐ	Judas Iskariot
ܐܒܪܐ	Fjær
ܡܚܪܐ	Ingeniør
ܚܪܛܘܡܢܐ	Kikert
ܐܬܪܘܬܐ ܕܫܐܡ	Levanten
ܬܪܘܕܐ	Skje
ܓܒܪܐܝܠ (ܡܠܐܟܐ)	Gabriel
ܓܪܡܦܝܠܐ	Elfenben
ܨܘܪ	Tyr
ܒܘܠܘ (ܗܘܦܪܟܝܐ)	Bolu (provins)
ܙܢܩܐ	Hake
ܨܘܡܐ ܕܐܪܒܥܝܢ	Fastetiden
ܐܓܪܐ ܕܒܢܝܢܐ	Tak (arkitektur)
ܒܝܛܠܝܣ (ܗܘܦܪܟܝܐ)	Bitlis (provins)
ܓܠܝܠܐ	Galilea
ܡܘܨܠ	Mosul
ܟܪܬܐ	Tommel
ܦܐܦܐ ܫܢܘܕܐ ܬܠܝܬܝܐ	Shenouda III
ܒܝܬ ܓܘܣܐ	Bunker (bygning)
ܒܝܥܬܐ	Egg (mat)
ܒܣܕܝܐ	Pute
ܫܒܬܐ (ܝܗܘܕܝܘܬܐ)	Sabbat (jødisk)
ܫܡܝܪܡ	Semiramis
ܫܝܓܪܐ	Tannkjøtt
ܝܗ	Tetragrammet
ܟܪܘܙܘܬܐ ܕܡܪܩܘܣ	Evangeliet etter Markus
ܟܟܪܝܬܐ ܕܕܒܫܐ	Bikake
ܐܓܪܬܐ ܕܠܘܬ ܩܘܪܢܬܝܐ ܕܬܪܬܝܢ	Paulus' andre brev til korinterne
ܫܥܘܬܐ (ܡܠܘܐܐ)	Voks
ܛܥܡܐ	Smak
ܓܢܬ ܫܒܪܐ	Barnehage
ܝܡܬܐ ܕܓܠܝܠܐ	Genesaretsjøen
ܕܝܘܬܐ	Blekk
ܡܪܝ ܝܘܣܦ	Josef, Jesu fosterfar
ܠܘܩܐ ܐܘܢܓܠܣܛܐ	Evangelisten Lukas
ܐܓܪܬܐ ܕܠܘܬ ܥܒܪܝܐ	Brevet til hebreerne
ܐܓܪܬܐ ܕܠܘܬ ܓܠܛܝܐ	Paulus' brev til galaterne
Ϝ	Digamma
Ϙ	Qoppa
ܥܛܡܐ	Lår
ܬܢܢܐ	Røyk
ܡܘܚܘܢܐ	Lillehjernen
ܐܓܪܬܐ ܕܠܘܬ ܩܘܠܣܝܐ	Paulus' brev til kolosserne
ܐܓܪܬܐ ܕܝܥܩܘܒ	Jakobs brev
ܐܓܪܬܐ ܩܕܡܝܬܐ ܕܝܘܚܢܢ	Johannes' første brev
ܐܓܪܬܐ ܕܠܘܬ ܦܝܠܡܘܢ	Paulus' brev til Filemon
ܐܓܪܬܐ ܕܠܘܬ ܬܣܠܘܢܝܩܝܐ ܕܬܪܬܝܢ	Paulus' andre brev til tessalonikerne
ܐܓܪܬܐ ܩܕܡܝܬܐ ܕܠܘܬ ܬܣܠܘܢܝܩܝܐ	Paulus' første brev til tessalonikerne
ܐܓܪܬܐ ܩܕܡܝܬܐ ܕܦܛܪܘܣ	Peters første brev
ܐܓܪܬܐ ܕܬܪܬܝܢ ܕܦܛܪܘܣ	Peters andre brev
ܐܓܪܬܐ ܩܕܡܝܬܐ ܕܠܘܬ ܛܝܡܬܐܘܣ	Paulus' første brev til Timoteus
Ϛ	Stigma (bokstav)
ܡܪܕܝܢ (ܗܘܦܪܟܝܐ)	Mardin (provins)
ܚܡܨ (ܡܕܝܢܬܐ)	Homs
Ͳ	Sampi
ܘܐܟܐܩܐ ܕܝ ܟܘܐܪܝܣ	Oaxaca by
ܐܓܪܬܐ ܕܬܪܬܝܢ ܕܝܘܚܢܢ	Johannes' andre brev
ܐܓܪܬܐ ܕܬܠܬ ܕܝܘܚܢܢ	Johannes' tredje brev
ܐܓܪܬܐ ܕܝܗܘܕܐ	Judas' brev
ܐܓܪܬܐ ܕܠܘܬ ܛܝܡܬܐܘܣ ܕܬܪܬܝܢ	Paulus' andre brev til Timoteus
ܐܓܪܬܐ ܕܠܘܬ ܛܛܘܣ	Paulus' brev til Titus
ܐܟܪܐ	Bonde
ܓܘܣܢܐ	Flyktning
Ϻ	San (bokstav)
ܩܠܝܕܐ (ܡܐܢܐ)	Nøkkel
ܥܕܥܐܕܐ	Festival
ܐܪܒܝܠ (ܡܕܝܢܬܐ)	Arbil
ܚܨܐ	Rygg (anatomi)
ܐܠܝܐ ܢܒܝܐ	Elia
ܙܚܘܪܝܬܐ (ܬܘܠܥܬܐ)	Silkeorm
ܚܘܦܝܐ	Formørkelse
ܡܚܛܐ	Synål
ܥܠܡܐ ܥܪܒܝܐ	Den arabiske verden
ܩܛܡܐ	Aske
ܢܘܗܕܪܐ (ܡܕܝܢܬܐ)	Dahuk
ܨܒܥܐ ܕܪܓܠܐ	Tå
ܢܓܪܘܬܐ	Tømrer
ܠܘܚܐ (ܚܫܘܒܬܐ)	Nettbrett
ܪܒܝܬܐ	Åger
ܡܟܝܪܘܬܐ	Forlovelse
ܫܘܪܡܐ	Endetarm
ܐܪܡܝܐ (ܢܒܝܐ)	Jeremia
ܬܐܡܐ	Tvilling
ܬܠܝܦܐ	Øyenvipp
ܫܥܬܐ ܕܐܪܥܐ	Earth Hour
ܦܪܡܝܬܐ	Knapp
ܟܘܟܒܐ ܕܕܘܝܕ	Davidsstjerne
ܡܪܝ ܐܣܛܦܢܘܣ	Stefanus
ܡܫܡܫܢܐ	Diakon
ܢܓܒ	Negevørkenen
ܟܢܥܢ	Kanaan
ܢܘܨܦܐ	Tussmørke
ܬܓܪܝܬ	Tikrit
ܚܠܐ (ܥܦܪܐ)	Støv
ܬܪܥܐ ܕܕܡܐ	Blødning
ܥܪܒܐ ܕܫܡܫܐ	Solnedgang
ܐܡܝܫܐ	Sump
ܡܨܥܝܬܐ (ܨܒܥܐ)	Langfinger
ܣܒܐ (ܒܝܬܝܘܬܐ)	Besteforeldre
ܩܘܪܨܠܐ	Ankelledd
ܒܪ ܐܝܕܐ	Hansker
ܢܫܒܐ ܕܥܝܢܐ	Netthinne
ܬܘܩܢ ܓܝܕܝܐ ܡܚܕܘܪܝܐ	Det perifere nervesystemet
ܓܓܘܠܬܐ	Golgata
ܗܢܝܢܐ (ܡܡܫܚܘܬܐ)	Rente
ܐܫܘܪ ܒܢܐܦܠ	Asurbanipal
ܓܕܫܐ	Ulykke
ܚܟܐ	Gane
ܟܪܟ ܣܠܘܟ (ܡܕܝܢܬܐ)	Kirkuk
ܒܒܬܐ	Pupill
ܩܒܪܐ	Grav
ܠܒܘܢܬܐ	Virak
ܚܡܬ (ܡܕܝܢܬܐ)	Hama
ܝܫܛܐ	Spiserør
ܟܝܣܐ ܕܐܫܟܐ	Pung
ܕܒܪܐ	Bygd
ܚܪܘܫܬܐ	Luftrør
ܓܪܡܐ ܕܥܛܡܐ	Lårben
ܫܚܘܪܐ	Trekull
ܐܘܟܡܐ ܕܥܝܢܐ	Regnbuehinne
ܫܦܠܘܗܝ ܕܢܝܠܘܣ	Nildeltaet
ܐܘܪܡܝܐ	Urmia
Ϸ	Sjo
ܓܙܪܬܐ ܐܝܘܠܝܬܐ	De eoliske øyer
ܓܒܐ ܕܒܥܬ	Ba'athpartiet
ܒܪ ܩܠܐ	Ekko
ܟܝܡܪܐ	Kimære (uhyre)
ܬܝܒܘܬܐ	Skriftemål
ܡܛܘܚܬܐ	Pekefinger
ܩܒܠܘܬܐ	Jordmor
ܣܦܪܐ (ܩܢܘܢܝܐ)	Jurist
Ͱ	Heta
ܥܡܐ ܐܪܡܝܐ	Arameere
ܐܒܐ (ܐܠܗܐ)	Gud Fader
ܐܢܒܐܪ (ܗܘܦܪܟܝܐ)	Anbar
ܡܪܕܝܢ (ܡܕܝܢܬܐ)	Mardin
ܡܘܪܘܢ	Konfirmasjon
ܚܠܡܬܐ	Patte
ܢܘܠܐ ܕܓܘܓܝ	Edderkoppnett
ܐܫܥܝܐ	Jesaja
ܒܪܬ ܙܘܓܐ (ܒܝܬܝܘܬܐ)	Hustru
ܒܝܬ ܟܬܒܐ ܐܬܪܝܐ ܕܐܣܪܐܝܠ	Israels nasjonalbibliotek
ܥܪܫܐ	Jeksel
ܢܝܢܘܐ (ܗܘܦܪܟܝܐ)	Ninawa
ܢܘܗܕܪܐ (ܗܘܦܪܟܝܐ)	Dahuk (provins)
ܘܐܣܛ (ܗܘܦܪܟܝܐ)	Wasit (provins)
ܨܠܐܚ ܐܠܕܝܢ (ܗܘܦܪܟܝܐ)	Salah ad Din
ܟܢܘܫܝܐ ܕܠܫܢܐ ܥܒܪܝܐ	Akademiet for hebraisk språk
ܥܘܕ	Oud
ܒܓܕܐܕ (ܗܘܦܪܟܝܐ)	Bagdad (guvernement)
ܣܪܓܐ	Sal (dyr)
ܒܨܪܐ (ܨܒܥܐ)	Ringfinger
ܩܛܝܣܦܘܢ	Ktesifon
ܟܒܘܫܐ	Mareritt
ܢܓܦ (ܗܘܦܪܟܝܐ)	Najaf (provins)
ܟܪܟ ܣܠܘܟ (ܗܘܦܪܟܝܐ)	Kirkuk (provins)
ܕܢܚܐ ܕܫܡܫܐ	Soloppgang
ܒܨܪܐ (ܗܘܦܪܟܝܐ)	Basra (provins)
ܡܫܚܐ ܕܟܪܝܗܐ	Sykesalving
ܦܠܫܬ	Filistere
ܐܠܥܐ (ܝܘܠܦܢ ܨܪܘܝܘܬܐ)	Ribbein
ܥܕܬܐ ܐܝܓܘܦܛܝܬܐ	Koptisk kristendom
ܐܢܛܝܘܟܝܐ	Antiokia ved Orontes
ܐܦܪܝܡ ܣܘܪܝܝܐ	Efrem Syrer
ܪܝܫܘܢ ܠܬܣܝܘܢ	Rishon LeZion
ܟܢܪܐ	Lyre
ܥܕܬܐ ܕܡܕܢܚܐ ܕܐܬܘܪܝܐ	Østens kirke
ܬܠܐ ܕܚܕ ܐܝܠܢ	One Tree Hill
ܡܘܪܐ	Myrra
ܦܕܪܠܝܐ	Føderalisme
ܐܠܝܫܥ	Elisja
ܣܢܚܪܝܒ	Sankerib
ܩܘܪܝܐܠܝܣܘܢ	Kyrie
ܣܘܟܢܐ	Ror
ܥܕܬܐ ܣܘܪܝܝܬܐ ܐܪܬܘܕܟܣܝܬܐ	Den syrisk-ortodokse kirke
ܟܣܬܐ	Grovfôr
ܩܡܫܠܝ	Qamishli
ܡܘܬܢܐ (ܗܘܦܪܟܝܐ)	Muthanna
ܒܪ ܙܘܓܐ (ܒܝܬܝܘܬܐ)	Ektemann
ܡܝܫܢ (ܗܘܦܪܟܝܐ)	Maysan
ܣܘܠܝܡܐܢܝܐ (ܗܘܦܪܟܝܐ)	Suleimania (provins)
ܐܪܒܝܠ (ܗܘܦܪܟܝܐ)	Arbil (provins)
ܚܠܒ (ܗܘܦܪܟܝܐ)	Aleppo (guvernement)
ܟܪܒܠܐܐ (ܗܘܦܪܟܝܐ)	Karbala (guvernement)
ܕܝ ܩܐܪ (ܗܘܦܪܟܝܐ)	Dhi Qar
ܐܢܕܪܢܝܩ ܡܐܪܓܐܪܝܐܢ	Andranik Margarjan
ܡܡܠܠܘܬ ܐܠܗܘܬܐ	Kristen teologi
