阿非利加洲	Afrika
前二〇六年	206 f.Kr.
西爾門·拉什迪	Salman Rushdie
前二〇三年	203 f.Kr.
化學鍵	Kjemisk binding
槍	Spyd
前一四一年	141 f.Kr.
僧院	Kloster
白堊紀	Kritt (geologi)
前二〇九年	209 f.Kr.
皮薩羅	Francisco Pizarro
點	Punkt
骰子	Spillterning
吉林省	Jilin (provins)
東海	Østkinahavet
前二三二年	232 f.Kr.
湖南省	Hunan
青海省	Qinghai
前一九七年	197 f.Kr.
前二〇七年	207 f.Kr.
前一八八年	188 f.Kr.
矢	Pil
前二〇五年	205 f.Kr.
鮨	Sushi
前二〇八年	208 f.Kr.
湖北省	Hubei
山西省	Shanxi
魔方	Rubiks kube
貴州省	Guizhou
京都議定書	Kyoto-avtalen
聯合國大會	FNs generalforsamling
乙酸	Eddiksyre
安達曼海	Andamanhavet
前二〇四年	204 f.Kr.
胡適	Hu Shi
莊子	Zhuangzi
清孝欽顯皇后	Cixi
陝西省	Shaanxi
Template:共享類	Mal:Commonscat
三八三年	383
德文維基大典	Wikipedia på tysk
拋物線	Parabel
尿素	Urea
平假名	Hiragana
質數	Primtall
五七二年	572
南北朝	Nord- og Sør-dynastienes tid
劉宋	Det tidlige Song-dynasti
吾世	Minecraft
罷工	Streik
李舜臣汝諧	I Sun-sin
泰國地方	Thailands provinser
日本都道府縣	Japans prefekturer
氧化物	Oksid
合數	Sammensatt tall
口琴	Munnspill
朝鮮灣	Koreabukten
Template:Taxobox	Mal:Taksoboks
繩文時代	Jōmonkulturen
平行	Parallell (geometri)
百家姓	Baijiaxing
極品飛車	Need for Speed
海鳥	Sjøfugler
琉球語	Ryukyuspråk
閩語	Min (språk)
莆仙語	Puxian
江西省	Jiangxi
阿卜杜拉·本·阿卜杜勒-阿齊茲·沙特	Abdullah av Saudi-Arabia
寧夏回族自治區	Ningxia
揚州市	Yangzhou
鎮江市	Zhenjiang
嘉興市	Jiaxing
金華市	Jinhua
衢州市	Quzhou (Zhejiang)
台州市	Taizhou (Zhejiang)
舟山市	Zhoushan
石家莊市	Shijiazhuang
亞當與夏娃	Adam og Eva
卡金納答	Kakinada
珠海	Zhuhai
韶關市	Shaoguan
東莞市	Dongguan
箜篌	Konghou
俄羅斯正教會	Den russisk-ortodokse kirke
空師	Flyvåpen
大名	Daimyō
南齊	Det sørlige Qi-dynasti
哈布斯堡氏	Huset Habsburg
中央銀行	Sentralbank
福州市	Fuzhou
南平市	Nanping
莆田市	Putian
三明市	Sanming
泉州市	Quanzhou
廈門市	Xiamen
漳州市	Zhangzhou
龍岩市	Longyan
寧德市	Ningde
西寧市	Xining
西遊記	Reisen mot Vest
三國演義	Beretningen om de tre kongedømmer
水滸傳	Fortellinger fra myrlandet
鄂州市	Ezhou
福島縣	Fukushima (prefektur)
豬油	Smult
鞍山市	Anshan
羅馬治世	Pax Romana
克羅內克	Leopold Kronecker
康托爾	Georg Cantor
戴德金	Richard Dedekind
寒武紀	Kambrium
神聖羅馬皇帝腓特烈一世	Fredrik I av Det tysk-romerske rike
前三八七年	387 f.Kr.
盲文	Punktskrift
千葉縣	Chiba (prefektur)
賽珍珠	Pearl Buck
聯合國秘書長	FNs generalsekretær
龐加萊	Henri Poincaré
西北水道	Nordvestpassasjen
十進制	Titallsystemet
烯烴	Alkener
皇祚	Kimi Ga Yo
氣壓	Atmosfærisk trykk
箸	Spisepinner
標點符號	Tegnsetting
片假名	Katakana
民之旨	Indias nasjonalsang
臺北一零一	Taipei 101
化學式	Kjemisk formel
波斯	Perserriket
群 (代數)	Gruppe (matematikk)
天安門	Den himmelske freds port
波蘭球	Polenball
三角函數	Trigonometriske funksjoner
六四事件	Demonstrasjonene på Den himmelske freds plass
趙紫陽	Zhao Ziyang
胡耀邦	Hu Yaobang
安樂死	Eutanasi
姓氏	Etternavn
醛	Aldehyd
規	Passer
物質之量	Stoffmengde
平安北道	Nord-Pyongan
咸鏡南道	Sør-Hamgyong
島國	Øystat
華山	Hua Shan
尺規作圖	Konstruksjon (geometri)
京都府	Kyoto (prefektur)
絕對值	Absoluttverdi
羅賓漢	Robin Hood
表數法	Tallsystem
大阪府	Osaka (prefektur)
瑪瑙	Agat
愛媛縣	Ehime (prefektur)
圓錐曲線	Kjeglesnitt
海平面	Havnivå
羅馬皇帝表	Liste over romerske keisere
矢量空間	Vektorrom
距	Avstand
臺灣海峽	Taiwanstredet
山口縣	Yamaguchi (prefektur)
市盈率	P/E
神奈川縣	Kanagawa (prefektur)
中國地方	Chūgokuregionen
長野縣	Nagano (prefektur)
殷商	Shang-dynastiet
色諾芬	Xenofon
兵庫縣	Hyōgo (prefektur)
關係 (數學)	Binær relasjon
等價	Ekvivalensrelasjon
主格	Nominativ
泰國灣	Siambukten
螳螂	Knelere
維基大典:書海	Wikipedia:Bokkilder
征夷大將軍	Shogun
春節	Kinesisk nyttår
切腹	Seppuku
色盲	Fargeblindhet
阿什莫爾島與卡捷島	Ashmore og Cartierøyene
農曆	Den kinesiske kalender
可樂	Cola
高知縣	Kōchi (prefektur)
道德經	Daodejing
萬有引力	Newtons gravitasjonslov
坐標幾何	Analytisk geometri
芬瑟島	Fraser Island
蹴鞠	Cuju
臺南市	Tainan
阮籍	Ruan Ji
與格	Dativ
摩爾質量	Molar masse
滿洲族	Mandsjuer
義大利半島	Appenninerhalvøya
袁枚	Yuan Mei
汽水	Brus
天象館	Planetarium
岳陽市	Yueyang
東寧	Tungning
李斯	Li Si
全等	Kongruens (geometri)
義勇軍進行曲	De frivilliges marsj
紅花	Saflor
庖人	Kokk
大正天皇	Yoshihito av Japan
主義	-isme
毛納洛峰	Mauna Loa
富牌國際機場	Phu Bai internasjonale lufthavn
符節	Passord
環 (代數)	Ring (matematikk)
環球小姐	Miss Universe
香川縣	Kagawa (prefektur)
曲線	Kurve
白求恩	Norman Bethune
平面幾何	Euklidsk geometri
二元運算	Binær operasjon
餘弦定理	Cosinussetningen
新幹線	Shinkansen
雙曲線	Hyperbel
星際爭霸	StarCraft
反射	Refleksjon (fysikk)
近視	Nærsynthet
夏后氏	Xia-dynastiet
連續	Kontinuerlig funksjon
教廷諸屬國	Kirkestaten
濟南市	Jinan (Shandong)
十一月革命	Novemberrevolusjonen
中國抗日戰爭	Andre kinesisk-japanske krig
青島市	Qingdao
PSP	PlayStation Portable
葛利斯五八一丙	Gliese 581 c
官能團	Liste over funksjonelle grupper
世氣公會	Verdens meteorologiorganisasjon
見即所得	WYSIWYG
新西班牙代王領	Ny-Spania
織田信長	Oda Nobunaga
向日葵	Solsikke
南昌市	Nanchang
玫瑰之名	Rosens navn
幾何原本	Euklids Elementer
米高·哥連斯	Michael Collins (1890–1922)
金本位	Gullstandard
直積	Kartesisk produkt
艾狄胥	Paul Erdős
四元數	Kvaternioner
長沙市	Changsha
有機化合物	Organisk forbindelse
明治天皇	Mutsuhito
蜉蝣	Døgnfluer
伊藤博文	Hirobumi Ito
絞刑	Hengning
門:史	Portal:Historie
電極	Elektrode
阿拉伯數字	Arabiske tall
股骨	Lårben
子集	Delmengde
海東青	Jaktfalk
繁體字	Tradisjonell kinesisk
甲午戰爭	Første kinesisk-japanske krig
哈丹格爾小提琴	Hardingfele
克里希那穆提	Jiddu Krishnamurti
宦官	Evnukk
行星環	Planetarisk ring
青藏高原	Tibetplatået
古文書	Paleografi
數學符表	Matematiske symboler
查良鏞	Jin Yong
卡奔塔利亞灣	Carpentariabukta
度量空間	Metrisk rom
千分比	Promille
交換群	Abelsk gruppe
高雄市	Kaohsiung
華盛頓歐文	Washington Irving
易經	Yijing
弩	Armbrøst
渤海	Bo Hai
甑帶瘡	Helvetesild
西楚霸王	Xiang Yu
戰艦	Slagskip
人魚	Havfrue
海倫公式	Herons formel
昆明市	Kunming
天氣預報	Værvarsling
回族	Huikinesere
蘭州市	Lanzhou
期貨	Terminkontrakt
鰂	Sepiida
林則徐	Lin Zexu
三國	De tre rikers tid
春秋時代	Vår- og høstannalenes tid
戰國	De stridende staters tid
名偵探柯南	Mesterdetektiven Conan
區間	Intervall (matematikk)
清宣統帝	Puyi
併集	Union (mengdelære)
簡化字	Forenklet kinesisk
合肥市	Hefei
交集	Snitt (mengdelære)
常染色體	Autosom
啓	Qi (konge)
簡歷	Curriculum vitae
蝴蝶效應	Sommerfugleffekten
豐臣秀吉	Toyotomi Hideyoshi
民律大全	Corpus juris civilis
弦	Korde
平昌郡	Pyeongchang
泰國國際航空	Thai Airways International
北九州市	Kitakyūshū
匈奴	Xiongnu
孟子	Mencius
曾國藩	Zeng Guofan
桂林市	Guilin
海口市	Haikou
無機化合物	Uorganisk forbindelse
域 (代數)	Kropp (matematikk)
挪威廣播公司	NRK
道	Tao
刺身	Sashimi
高錳酸鉀	Kaliumpermanganat
鴉片戰爭	Første opiumkrig
魔鬼之詩篇	Sataniske vers
有序對	Ordnede par
金屬鍵	Metallbinding
書面挪威語維基大典	Wikipedia på norsk
南京大屠殺	Nanjingmassakren
吳廷琰	Ngô Đình Diệm
複式記帳	Dobbelt bokholderi
麵	Nudler
路易斯安那購地案	Louisiana-kjøpet
平安時代	Heian-perioden
旦	Soloppgang
單鏡筒反光相機	Speilreflekskamera
雙城子	Ussurijsk
章炳麟	Zhang Binglin
張飛	Zhang Fei
張郃	Zhang He
張紘	Zhang Hong (153–212)
張角	Zhang Jiao
張衡	Zhang Heng
張居正	Zhang Juzheng
張遼	Zhang Liao
張騫	Zhang Qian
趙 (釋義)	Zhao
趙	Zhao (stat)
趙雲	Zhao Yun
浙江大學	Zhejianguniversitetet
鄭成功	Koxinga
鄭玄	Zheng Xuan
鎮海區	Zhenhai
鍾會	Zhong Hui
周敦頤	Zhou Dunyi
周泰	Zhou Tai
周瑜	Zhou Yu
周作人	Zhou Zuoren
帝顓頊	Zhuanxu
諸葛亮	Zhuge Liang
壯學	Zhuangologi
阿拉伯文維基大典	Wikipedia på arabisk
金孟加拉	Amar Sonar Bangla
洞里薩湖	Tonlé Sap
賈姆謝德布爾	Jamshedpur
負數	Negative tall
中醫	Tradisjonell kinesisk medisin
高松市	Takamatsu
中華人民共和國憲法	Folkerepublikken Kinas forfatning
提格兰二世	Tigranes I av Armenia
珠江	Perlefloden
五帝	Sanhuangwudi
瑪格麗特一世	Margrete I
日本國會	Japans riksdag
先哥倫布	Førkolumbisk
英聯邦王國	Samvelderike
彼得一世島	Peter I Øy
墓碑	Gravminne
十二銅表法	Tolvtavleloven
李商隱	Li Shangyin
漢魏武王	Cao Cao
連江縣	Lianjiang (Fuzhou)
斬首	Halshogging
垂直	Vinkelrett
冪集	Potensmengde
魚鉤	Fiskekrok
齊齊哈爾市	Qiqihar
椰蟹	Kokoskrabbe
平行公理	Parallellaksiomet
資治通鑒	Zizhi Tongjian
春武里府	Chonburi (provins)
西線無戰事	Intet nytt fra Vestfronten
泰王國歌	Phleng Chat
冬至	Vintersolverv
中國中央電視臺	China Central Television
圖蘭朵	Turandot
巴列維王朝	Pahlavi-dynastiet
天皇	Keiser av Japan
熱帶雨林氣候	Tropisk regnskogklima
袁世凱	Yuan Shikai
北海市	Beihai
袋鼠島	Kenguruøya
阮世祖	Gia Long
君士坦丁堡普世宗主教區	Den ortodokse kirke i Konstantinopel
辛普生沙漠	Simpsonørkenen
雷曼兄弟公司	Lehman Brothers
娜塔莎·北鼎斐	Natasha Bedingfield
開集	Åpen mengde
測地線	Geodetisk kurve
塞瓦定理	Cevas setning
健陀羅	Gandhara
愛爾蘭共和國總統	Liste over Irlands presidenter
金奎植	Kim Kyu-sik
江戶	Edo (by)
金九	Kim Gu
泰山	Taishanfjellet
荀況	Xun Zi
九江市	Jiujiang
反氫	Antihydrogen
占婆	Champa
黃道兇賊	Zodiac-morderen
陰陽五行	De fem elementene
盧溝橋事變	Hendelsen ved Marco Polo-broen
關羽	Guan Yu
龜	Skilpadder
阮福晪	Bao Dai av Vietnam
空集	Den tomme mengden
祖沖之	Zu Chongzhi
羅馬 (釋義)	Roma (andre betydninger)
自由民主黨	Det liberaldemokratiske parti (Japan)
環	Loop
利瑪竇	Matteo Ricci
原富	Nasjonenes velstand
技術分析	Teknisk aksjeanalyse
宋卡府	Songkhla (provins)
甲米府	Krabi (provins)
拉廊府	Ranong (provins)
伏羲	Fuxi
法家	Legalisme
九龍	Kowloon
瑪麗·安·尼科爾斯	Mary Ann Nichols
素叻府	Surat Thani (provins)
成本	Kostnad
桐艾府	Trat (provins)
五代	De fem dynastiers og ti kongedømmers tid
瑪麗·簡·凱利	Mary Jane Kelly
靖國神社	Yasukuni-helligdommen
博他侖府	Phattalung (provins)
班武里府	Prachuap Khiri Khan (provins)
洛坤府	Nakhon Si Thammarat (provins)
春蓬府	Chumphon (provins)
臺中市	Taichung
漢昭烈皇帝	Liu Bei
干支	Sekstiårig syklus
三國志	Sanguo Zhi
金門縣	Kinmen
新竹市	Hsinchu
嘉義市	Chiayi
基隆市	Chilung
副省級市	Subprovinsielle byer
牢不可破之聯盟	Hymne til Sovjetunionen
年號	Kinesiske æranavn
大韓高宗	Gojong av Korea
語序	Ordstilling
摩托羅拉	Motorola
丁汝昌	Ding Ruchang
沈括	Shen Kuo
懿德天皇	Itoku
史記	Shiji
早稻田大學	Wasedauniversitetet
孫吳	Østre Wu
論語	Samtaler
姜維	Jiang Wei
柬埔寨國家銀行	Kambodsjas nasjonalbank
海寧市	Haining
小野田寬郎	Hiroo Onoda
清太宗	Huang Taiji
漢高皇后	Lü Zhi
楊貴妃	Yang Guifei
蔡琰	Cai Wenji
漢孝成班婕妤	Ban Jieyu
清德宗	Guangxu-keiseren
文徵明	Wen Zhengming
鎖國	Isolasjonisme
戈登	Charles George Gordon
清世祖	Shunzhi-keiseren
清太祖	Nurhaci
阮攸	Nguyễn Du
白居易	Bai Juyi
吳大帝	Sun Quan
屈原	Qu Yuan
魏世祖文皇帝	Cao Pi
神農	Shennong
小淵惠三	Keizo Obuchi
帝舜	Keiser Shun
發勃耳	Jean-Henri Fabre
張國榮	Leslie Cheung
蔣經國	Chiang Ching-kuo
王維	Wang Wei (dikter 699–759)
陶潛	Tao Qian
林彪	Lin Biao
清世宗	Yongzheng-keiseren
呂布	Lü Bu
清穆宗	Tongzhi-keiseren
韓愈	Han Yu
王安石	Wang Anshi
米芾	Mi Fei
閉集	Lukket mengde
曹魏	Wei-dynastiet
作格	Ergativ
尖竹汶府	Chanthaburi (provins)
第十五屆亞洲運動會	Asialekene 2006
通格	Absolutiv
清仁宗	Jiaqing-keiseren
董卓	Dong Zhuo
林語堂	Lin Yutang
孫臏	Sun Bin
杜牧	Du Mu
孫堅	Sun Jian
大韓純宗	Sunjong av Korea
朝鮮世祖	Sejo av Joseon
歐陽脩	Ouyang Xiu
清宣宗	Daoguang-keiseren
岳飛	Yue Fei
清文宗	Xianfeng-keiseren
北柳府	Chachoengsao (provins)
羅勇府	Rayong (provins)
袁紹	Yuan Shao
柳宗元	Liu Zongyuan
包拯	Bao Zheng
八音	Åtte klanger
阮景宗	Đồng Khánh
司馬懿	Sima Yi
安慶市	Anqing
安祿山	An Lushan
六安市	Lu'an
呂不韋	Lü Buwei
陳獨秀	Chen Duxiu
魏 (釋義)	Wei
夏侯惇	Xiahou Dun
曹仁	Cao Ren
王守仁	Wang Yangming
魏烈祖明皇帝	Cao Rui
朝鮮太祖	Taejo av Joseon
陸遜	Lu Xun (De tre riker)
東明聖王	Dongmyeong av Goguryeo
夏侯淵	Xiahou Yuan
李鴻章	Li Hongzhang
魏延	Wei Yan
黃忠	Huang Zhong
顧愷之	Gu Kaizhi
王羲之	Wang Xizhi
中秋	Månefesten
李珥	Yi I
光中帝	Nguyễn Huệ
梁啟超	Liang Qichao
霍去病	Huo Qubing
孫策	Sun Ce
范仲淹	Fan Zhongyan
沙繳府	Sa Kaeo (provins)
依善	Isan
高順	Gao Shun
成都雙流國際機場	Chengdu Shuangliu internasjonale lufthavn
南陽市	Nanyang (Henan)
徐光啟	Xu Guangqi
虹吸	Hevert
南充市	Nanchong
北條時宗	Hōjō Tokimune
鄧小平理論	Dengismen
阮聖祖	Minh Mạng
戚繼光	Qi Jiguang
董仲舒	Dong Zhongshu
阮出帝	Hàm Nghi
李清照	Li Qingzhao
明成皇后	Keiserinne Myeongseong
殷墟	Yinxu
阮福昭	Thành Thái
夏帝履癸	Jie (Xia-konge)
詩經	Shijing
阮福晃	Duy Tân
秋瑾	Qiu Jin
阮簡宗	Kiến Phúc
阮福昇	Hiệp Hoà
自斷	Selvamputasjon
戈公省	Koh Kong (provins)
效用	Nyttefunksjon
阮翼宗	Tự Đức
吳三桂	Wu Sangui
元稹	Yuan Zhen
嵇康	Xi Kang
于禁	Yu Jin
馬超	Ma Chao
周公旦	Zhou Gongdan
阮弘宗	Khải Định
徐晃	Xu Huang
吳景帝	Sun Xiu
漢後主	Liu Shan
陳壽	Chen Shou
興宣獻懿大院君	Heungseon Daewongun
吳末帝	Sun Hao
吳會稽王亮	Sun Liang
商帝辛	Di Xin
呂蒙	Lü Meng
劉表	Liu Biao
商湯	Kong Tang av Shang
噌汁	Misosuppe
樂進	Yue Jin
康托爾定理	Cantors teorem
長島區	Ko Yao (kommune)
新山一國際機場	Tan Son Nhat internasjonale lufthavn
安重根	An Jung-geun
朝鮮半島	Koreahalvøya
和服	Kimono
遜尼派	Sunniislam
朝鮮宣祖	Seonjo av Joseon
朝鮮孝宗	Hyojong av Joseon
白翎島	Baengnyeongøya
汝矣島純福音教會	Yoido Full Gospel Church
哥德巴赫猜想	Goldbachs formodning
韓國銀行	Sør-Koreas sentralbank
三國遺事	Samguk Yusa
三國史記	Samguk Sagi
鬱陵郡	Ulleung
新羅真平王	Jinpyeong av Silla
李埈鎔	Lee Jun-yong
趙光祖	Jo Gwang-jo
李滉	I Hwang
國會議員	Parlamentsmedlem
摩爾體積	Molar
丙子胡亂	Den andre mandsjuinvasjonen av Korea
丁卯胡亂	Den første mandsjuinvasjonen av Korea
傲遊瀏覽器	Maxthon
竹島 (鬱陵郡)	Jukdo
復旦大學	Fudanuniversitetet
馬羅島	Maraøya
琉璃明王	Yuri av Goguryeo
廣開土王	Gwanggaeto den store
韓國放送公社	Korean Broadcasting System
莎阿南	Shah Alam
玉山	Yushan (fjell)
大嶼山	Lantau
楚	Chu
梅爾維爾島	Melvilleøya (Australia)
新	Xin-dynastiet
北太平洋露脊鯨	Stillehavskaper
海北藏族自治州	Haibei
蒼龍	Den blå drage
中庸	Zhong yong
西單民主牆	Demokratimuren
中國禮儀之爭	Ritestriden i Kina
鳳凰	Fenghuang
宋教仁	Song Jiaoren
阮恭宗	Dục Đức
阮憲祖	Thiệu Trị
真言宗	Shingon-shū
餛飩	Wonton
教會羅馬字	Pe̍h-oē-jī
馬騰	Ma Teng
許慎	Xu Shen
司馬相如	Sima Xiangru
魯肅	Lu Su
吉田松陰	Yoshida Shoin
錢鍾書	Qian Zhongshu
沈約	Shen Yue
猫眼林克	Link (The Legend of Zelda)
蘇通長江大橋	Sutongbroen
尼奧寵物	Neopets
包頭市	Baotou
板橋區	Panchiao
韓信	Han Xin
呂正操	Lü Zhengcao
壬辰倭亂	Imjinkrigen
出雲國	Izumo
太平御覽	Taiping yulan
梁羽生	Liang Yusheng
徐盛	Xu Sheng
武漢天河國際機場	Wuhan Tianhe internasjonale lufthavn
三字經	Tretegnsklassikeren
草書	Gresskrift
呂底亞	Lydia
自焚	Selvpåtenning
廬山	Lushan (fjell)
老撾之歌	Pheng Xat Lao
夏禹	Yu (konge)
漢 (釋義)	Han
衡山	Heng Shan Nan
杭思朗	Armstrong
馬步芳	Ma Bufang
香港語言學學會粵語拼音方案	Jyutping
刀	Dao (sverd)
廣州地鐵	Guangzhou Metro
嘉定區	Jiading
金山區	Jinshan
性染色體	Kjønnskromosom
算術基本定理	Aritmetikkens fundamentalteorem
崑曲	Kunqu
流亡政府	Eksilregjering
古魯特島	Groote Eylandt
天主教輔仁大學	Fu Jen katolske universitet
武器貿易條約	Arms Trade Treaty
內田蝲蛄	Signalkreps
龜船	Geobukseon
永樂大典	Yongle Dadian
諡	Posthumt navn
魏陳思王	Cao Zhi
周文王	Kong Wen av Zhou
李時珍	Li Shizhen
東沙	Dongshaøyene
杜月笙	Du Yuesheng
張勳	Zhang Xun (1854–1923)
朝鮮八道	Koreas åtte provinser
杭州灣	Hangzhoubukten
和珅	Heshen
韓服	Hanbok
陳子昂	Chen Zi'ang
張良	Zhang Liang (Han)
衛青	Wei Qing
施琅	Shi Lang
聶榮臻	Nie Rongzhen
齊太公	Jiang Ziya
陳武	Chen Wu
唐景崧	Tang Ching-sung
劉伯承	Liu Bocheng
泉蓋蘇文	Yeon Gaesomun
王戎	Wang Rong
魏忠賢	Wei Zhongxian
蒼南縣	Cangnan
崔怡	Choe U
王昌齡	Wang Changling
段祺瑞	Duan Qirui
健行科技大學	Ching Yun-universitetet
威化島	Wihwa
梅堯臣	Mei Yaochen
曹鄴	Cao Ye
劉伶	Liu Ling
劉禹錫	Liu Yuxi
黃興	Huang Xing
韓世忠	Han Shizhong
于謙	Yu Qian
賈似道	Jia Sidao
裴秀	Pei Xiu
徐繼畬	Xu Jiyu
陶鑄	Tao Zhu
王之渙	Wang Zhihuan
閩太祖	Wang Shenzhi
劉永福	Liu Yongfu
金農	Jin Nong
裴松之	Pei Songzhi
曹氏	Cao (navn 曹)
鄭燮	Zheng Xie
世界新七大奇蹟	Verdens sju nye underverk
季羨林	Ji Xianlin
清明上河圖	Qingmingrullen
延邊州	Yanbian
寒食	Kaldmathøytiden
袁崇煥	Yuan Chonghuan
崔顥	Cui Hao
李善蘭	Li Shanlan
日月潭	Sol-måne-sjøen
王翰	Wang Han
攀牙灣	Phang Nga-bukten
丘逢甲	Qiu Fengjia
清明	Qingmingfesten
墨家	Mohismen
帝嚳	Keiser Ku
琴	Guqin
呂氏春秋	Lüshi chunqiu
乃蠻	Naimaner
房玄齡	Fang Xuanling
盤庚	Pan Geng
馬良	Ma Liang
馬謖	Ma Su
魯	Lu (stat)
倫敦東隅	East End
程普	Cheng Pu
歐羅巴	Europa (andre betydninger)
春秋	Vår- og høstannalene
地級市	By på prefekturnivå
黃巾之亂	De gule turbaners opprør
迴文數	Palindromtall
沖繩縣	Okinawa (prefektur)
崇明縣	Chongming
百度大典	Baidu Baike
本草綱目	Bencao gangmu
帝堯	Keiser Yao
二虎歌	Fader Jakob
南越	Nanyue
赤壁之戰	Slaget ved Chibi
淮揚菜	Huaiyangkjøkkenet
張籍	Zhang Ji (Jiangnan)
司徒雷登	John Leighton Stuart
天下通言	Internasjonalt hjelpespråk
漢傳佛教	Kinesisk buddhisme
渭水	Wei He
盧綸	Lu Lun
康熙字典	Kangxiordboken
族 (數學)	Familie (matematikk)
李賀	Li He
仡佬族	Gelao
中華民國元首	Liste over Republikken Kinas presidenter
禮記	Liji
姣童	Bishōnen
北魏	Det nordlige Weidynasti
尚書	Shujing
天命	Det himmelske mandat
漢水	Hanjiang
高昌	Gaochang
東亞文向	Horisontal og vertikal skrift i Øst-Asia
東方計劃	Touhou Project
晉國	Jin (stat)
魏	Wei (stat)
吳	Wu (stat)
藁人之謬	Stråmann
京津城際鐵路	Beijing–Tianjin Intercitybane
海瑞	Hai Rui
弗林德斯島 (塔斯曼尼亞)	Flinders Island
前涼	Tidlige Liang
孫叔敖	Sunshu Ao
羅勇市	Rayong
儋州市	Danzhou
汶川縣	Wenchuan
維克多港	Victor Harbor
江陰市	Jiangyin
固始縣	Gushi
馬達納帕利	Madanapalle
臨安市	Lin'an (Hangzhou)
越秀	Yuexiu
新會區	Xinhui
黃巖區	Huangyan
倉頡	Cang Jie
卡羅萊納箱龜	Carolinaskilpadde
凌遲	Lingchi
美洲殖民	USA under kolonitiden
蒙古文字	Det mongolske alfabetet
燕	Yan (stat)
朱鳥	Den røde fugl
周武王	Kong Wu av Zhou
去衣馳騁	Streaking
宋	Song (stat)
陳	Chen (stat)
後漢	Det yngre Han-dynastiet
南梁	Liang-dynastiet
夢溪筆談	Mengxi Bitan
大學	Den store lære
成漢	Cheng-Han
陸游	Lu You
縣級市	By på fylkesnivå
說文解字	Shuowen jiezi
白虎	Byakko
祁連山	Qilian Shan
隸書	Kanselliskrift
中國共產黨中央政治局	Politbyrået for sentralkomiteen for det kinesiske kommunistparti
厓山海戰	Slaget ved Yamen
武漢大學	Wuhanuniversitetet
楊鎬	Yang Hao
亞米利加蝲蛄	Procambarus clarkii
華表	Huabiao
藏學	Tibetologi
子思	Zisi
衛	Wey
大篆	Stor seglskrift
人民公社	Folkekommune
西施	Xi Shi
瑟	Se
辛棄疾	Xin Qiji
粵文維基大典	Wikipedia på kantonesisk
譚嗣同	Tan Sitong
霍光	Huo Guang
鰲拜	Oboi
黎太祖	Lê Thái Tổ
孟子 (書)	Mencius (bok)
小篆	Liten seglskrift
楷書	Regelskrift
關門大橋	Kanmonkyo-broen
京口	Jingkou
維基大典:大使館	Wikipedia:Ambassade
華嚴宗	Huayan zong
慶元縣	Qingyuan (Lishui)
曾子	Zengzi
歐陽詢	Ouyang Xun
旺角	Mong Kok
靖難之役	Jingnanfelttoget
叉燒包	Cha siu baau
分數	Rasjonalt tall
南匯區	Nanhui
營山縣	Yingshan (Nanchong)
翹傳	Historien om Kieu
明昭宗	Zhu Youlang
漢服	Hanfu
陳友諒	Chen Youliang
竹林七賢	De syv vise i bambuslunden
開福區	Kaifu
未央區	Weiyang (Xi'an)
富勞里友半島	Fleurieu-halvøya
下城區	Xiacheng
沙繳市	Sa Kaeo
溫庭筠	Wen Tingyun
武穴市	Wuxue
周禮	Zhouritene
行書	Semi-kursiv skrift
戟	Ji (hellebard)
孝經	Xiao Jing
海安縣	Hai'an (Nantong)
泰和縣	Taihe (Ji'an)
神位	Shenzhupai
四書五經	De fire bøker og fem klassikere
顧城	Gu Cheng
動物莊園	Kamerat Napoleon
Category:德國史	Kategori:Tyskland
Category:俄羅斯聯邦書	Kategori:Russland
華爾	Frederick Townsend Ward
Category:大韓民國書	Kategori:Sør-Korea
Category:羅馬帝國書	Kategori:Romerske keiserriket
Category:鳥	Kategori:Fugler
Category:植物	Kategori:Planter
Category:物理	Kategori:Fysikk
Category:自然科學	Kategori:Naturvitenskap
Category:化學	Kategori:Kjemi
Category:史部	Kategori:Historie
Category:群	Kategori:Samfunn
Category:宗教	Kategori:Religion
Category:運動	Kategori:Sport
Category:經部	Kategori:Vitenskap
Category:聯合國	Kategori:FN
Category:地球	Kategori:Jorden
盈不足術	Regula falsi
韓	Han (stat)
桿秤	Bismer
羅伯特·赫德	Robert Hart
古羅馬	Romerriket
宋卡湖	Songkhlasjøen
古今圖書集成	Gujin tuixu jicheng
清談	Qingtan
不寐	Søvnløshet
閩越	Minyue
Category:釋義	Kategori:Pekere
Category:哲學	Kategori:Filosofi
Category:心理	Kategori:Psykologi
Category:佛教	Kategori:Buddhisme
Category:基督教	Kategori:Kristendom
Category:回教	Kategori:Islam
Category:猶太教	Kategori:Jødedom
華東師範大學	East China Normal University
吳 (釋義)	Wu
唐寅	Tang Yin
新挪威語維基大典	Wikipedia på nynorsk
鄰域	Omegn (matematikk)
Category:殘章	Kategori:Stubber
Category:行星	Kategori:Planeter
Category:地質	Kategori:Geologi
未央宮	Weiyangpalasset
傅雷	Fu Lei
阮咸 (樂器)	Ruan
明治	Meijiperioden
維基大典:陳年今誌	Wikipedia:Hendelser
Help:凡例	Wikipedia:Veiledning/Redigering
Template:太陽系	Mal:Solsystem
江淹	Jiang Yan
陸定一	Lu Dingyi
寇准	Kou Zhun
春運	Chunyun
卓文君	Zhuo Wenjun
門:集	Portal:Kunst
Category:小行星帶天體	Kategori:Hovedbelteasteroider
Category:美國列傳	Kategori:Personer fra USA
Template:Tl	Mal:Mal
Template:Userbox	Mal:Userbox
